beam_id,time_s,displacement_mm,force_N
13,89.10,2.9570,326.9
13,89.20,2.9605,327.3
13,89.30,2.9642,327.7
13,89.40,2.9675,328.1
13,89.50,2.9710,328.5
13,89.60,2.9746,328.9
13,89.70,2.9782,329.3
13,89.80,2.9816,329.7
13,89.90,2.9849,330.0
13,90.00,2.9879,330.3
13,90.10,2.9912,330.7
13,90.20,2.9950,331.1
13,90.30,2.9987,331.5
13,90.40,3.0017,331.8
13,90.50,3.0043,332.1
13,90.60,3.0071,332.3
13,90.70,3.0104,332.7
13,90.80,3.0142,333.1
13,90.90,3.0177,333.5
13,91.00,3.0210,333.9
13,91.10,3.0246,334.3
13,91.20,3.0282,334.7
13,91.30,3.0315,335.0
13,91.40,3.0347,335.4
13,91.50,3.0376,335.6
13,91.60,3.0406,336.0
13,91.70,3.0441,336.3
13,91.80,3.0481,336.8
13,91.90,3.0519,337.3
13,92.00,3.0548,337.5
13,92.10,3.0573,337.8
13,92.20,3.0602,338.1
13,92.30,3.0637,338.5
13,92.40,3.0676,338.9
13,92.50,3.0710,339.3
13,92.60,3.0744,339.7
13,92.70,3.0780,340.0
13,92.80,3.0815,340.4
13,92.90,3.0848,340.8
13,93.00,3.0879,341.1
13,93.10,3.0909,341.4
13,93.20,3.0942,341.8
13,93.30,3.0980,342.2
13,93.40,3.1020,342.7
13,93.50,3.1054,343.0
13,93.60,3.1081,343.3
13,93.70,3.1107,343.5
13,93.80,3.1138,343.8
13,93.90,3.1175,344.3
13,94.00,3.1212,344.7
13,94.10,3.1243,345.0
13,94.20,3.1275,345.3
13,94.30,3.1310,345.7
13,94.40,3.1346,346.1
13,94.50,3.1379,346.5
13,94.60,3.1411,346.8
13,94.70,3.1442,347.1
13,94.80,3.1476,347.5
13,94.90,3.1516,348.0
13,95.00,3.1555,348.4
13,95.10,3.1585,348.7
13,95.20,3.1609,348.9
13,95.30,3.1635,349.1
13,95.40,3.1667,349.5
13,95.50,3.1706,350.0
13,95.60,3.1743,350.4
13,95.70,3.1776,350.7
13,95.80,3.1811,351.1
13,95.90,3.1847,351.5
13,96.00,3.1884,351.9
13,96.10,3.1917,352.3
13,96.20,3.1947,352.6
13,96.30,3.1978,352.9
13,96.40,3.2014,353.3
13,96.50,3.2053,353.7
13,96.60,3.2087,354.1
13,96.70,3.2113,354.3
13,96.80,3.2139,354.5
13,96.90,3.2168,354.8
13,97.00,3.2203,355.2
13,97.10,3.2241,355.7
13,97.20,3.2274,356.0
13,97.30,3.2308,356.4
13,97.40,3.2345,356.8
13,97.50,3.2380,357.2
13,97.60,3.2414,357.5
13,97.70,3.2445,357.8
13,97.80,3.2474,358.1
13,97.90,3.2505,358.4
13,98.00,3.2543,358.9
13,98.10,3.2585,359.4
13,98.20,3.2618,359.7
13,98.30,3.2644,359.9
13,98.40,3.2671,360.2
13,98.50,3.2703,360.5
13,98.60,3.2742,361.0
13,98.70,3.2779,361.4
13,98.80,3.2811,361.7
13,98.90,3.2845,362.1
13,99.00,3.2881,362.5
13,99.10,3.2914,362.8
13,99.20,3.2947,363.2
13,99.30,3.2978,363.5
13,99.40,3.3010,363.8
13,99.50,3.3046,364.2
13,99.60,3.3087,364.7
13,99.70,3.3124,365.1
13,99.80,3.3152,365.4
13,99.90,3.3177,365.6
13,100.00,3.3205,365.8
13,100.10,3.3240,366.2
13,100.20,3.3277,366.6
13,100.30,3.3308,367.0
13,100.40,3.3340,367.3
13,100.50,3.3376,367.7
13,100.60,3.3411,368.1
13,100.70,3.3445,368.4
13,100.80,3.3478,368.8
13,100.90,3.3510,369.1
13,101.00,3.3541,369.4
13,101.10,3.3578,369.8
13,101.20,3.3620,370.3
13,101.30,3.3655,370.6
13,101.40,3.3681,370.9
13,101.50,3.3706,371.1
13,101.60,3.3735,371.4
13,101.70,3.3771,371.8
13,101.80,3.3810,372.2
13,101.90,3.3843,372.6
13,102.00,3.3876,372.9
13,102.10,3.3913,373.4
13,102.20,3.3949,373.7
13,102.30,3.3984,374.1
13,102.40,3.4015,374.4
13,102.50,3.4045,374.7
13,102.60,3.4077,375.0
13,102.70,3.4116,375.4
13,102.80,3.4154,375.9
13,102.90,3.4184,376.2
13,103.00,3.4209,376.4
13,103.10,3.4237,376.6
13,103.20,3.4269,377.0
13,103.30,3.4305,377.4
13,103.40,3.4341,377.8
13,103.50,3.4375,378.1
13,103.60,3.4409,378.5
13,103.70,3.4446,378.9
13,103.80,3.4481,379.3
13,103.90,3.4514,379.6
13,104.00,3.4544,379.9
13,104.10,3.4573,380.2
13,104.20,3.4608,380.6
13,104.30,3.4649,381.0
13,104.40,3.4687,381.4
13,104.50,3.4715,381.7
13,104.60,3.4741,381.9
13,104.70,3.4770,382.2
13,104.80,3.4805,382.6
13,104.90,3.4845,383.0
13,105.00,3.4880,383.4
13,105.10,3.4913,383.8
13,105.20,3.4948,384.1
13,105.30,3.4981,384.4
13,105.40,3.5015,384.8
13,105.50,3.5047,385.1
13,105.60,3.5077,385.4
13,105.70,3.5108,385.7
13,105.80,3.5144,386.1
13,105.90,3.5185,386.6
13,106.00,3.5220,386.9
13,106.10,3.5247,387.2
13,106.20,3.5273,387.4
13,106.30,3.5304,387.7
13,106.40,3.5340,388.1
13,106.50,3.5375,388.5
13,106.60,3.5406,388.8
13,106.70,3.5439,389.1
13,106.80,3.5475,389.5
13,106.90,3.5510,389.9
13,107.00,3.5544,390.3
13,107.10,3.5577,390.6
13,107.20,3.5609,390.9
13,107.30,3.5642,391.3
13,107.40,3.5683,391.7
13,107.50,3.5724,392.2
13,107.60,3.5753,392.4
13,107.70,3.5777,392.6
13,107.80,3.5804,392.9
13,107.90,3.5837,393.2
13,108.00,3.5875,393.7
13,108.10,3.5910,394.0
13,108.20,3.5943,394.4
13,108.30,3.5979,394.7
13,108.40,3.6016,395.1
13,108.50,3.6051,395.5
13,108.60,3.6083,395.8
13,108.70,3.6113,396.1
13,108.80,3.6143,396.4
13,108.90,3.6180,396.8
13,109.00,3.6220,397.2
13,109.10,3.6253,397.6
13,109.20,3.6280,397.8
13,109.30,3.6306,398.0
13,109.40,3.6336,398.3
13,109.50,3.6372,398.7
13,109.60,3.6409,399.1
13,109.70,3.6442,399.5
13,109.80,3.6476,399.8
13,109.90,3.6513,400.2
13,110.00,3.6548,400.6
13,110.10,3.6581,400.9
13,110.20,3.6612,401.2
13,110.30,3.6640,401.5
13,110.40,3.6672,401.8
13,110.50,3.6710,402.2
13,110.60,3.6752,402.7
13,110.70,3.6785,403.0
13,110.80,3.6812,403.2
13,110.90,3.6839,403.5
13,111.00,3.6872,403.8
13,111.10,3.6911,404.2
13,111.20,3.6947,404.6
13,111.30,3.6979,404.9
13,111.40,3.7014,405.3
13,111.50,3.7048,405.6
13,111.60,3.7081,406.0
13,111.70,3.7114,406.3
13,111.80,3.7143,406.6
13,111.90,3.7173,406.8
13,112.00,3.7207,407.2
13,112.10,3.7247,407.6
13,112.20,3.7286,408.1
13,112.30,3.7316,408.3
13,112.40,3.7342,408.6
13,112.50,3.7371,408.8
13,112.60,3.7405,409.2
13,112.70,3.7444,409.6
13,112.80,3.7477,409.9
13,112.90,3.7507,410.2
13,113.00,3.7542,410.6
13,113.10,3.7577,410.9
13,113.20,3.7611,411.3
13,113.30,3.7644,411.6
13,113.40,3.7676,411.9
13,113.50,3.7707,412.2
13,113.60,3.7745,412.7
13,113.70,3.7788,413.1
13,113.80,3.7824,413.5
13,113.90,3.7850,413.7
13,114.00,3.7875,413.9
13,114.10,3.7904,414.2
13,114.20,3.7940,414.6
13,114.30,3.7977,415.0
13,114.40,3.8010,415.3
13,114.50,3.8044,415.6
13,114.60,3.8081,416.0
13,114.70,3.8116,416.4
13,114.80,3.8149,416.7
13,114.90,3.8179,417.0
13,115.00,3.8210,417.3
13,115.10,3.8243,417.6
13,115.20,3.8281,418.0
13,115.30,3.8318,418.4
13,115.40,3.8348,418.7
13,115.50,3.8374,418.9
13,115.60,3.8402,419.1
13,115.70,3.8433,419.5
13,115.80,3.8472,419.9
13,115.90,3.8509,420.3
13,116.00,3.8543,420.6
13,116.10,3.8578,421.0
13,116.20,3.8613,421.3
13,116.30,3.8648,421.6
13,116.40,3.8681,422.0
13,116.50,3.8711,422.3
13,116.60,3.8741,422.5
13,116.70,3.8775,422.9
13,116.80,3.8816,423.3
13,116.90,3.8854,423.7
13,117.00,3.8882,424.0
13,117.10,3.8909,424.2
13,117.20,3.8937,424.5
13,117.30,3.8972,424.8
13,117.40,3.9012,425.2
13,117.50,3.9046,425.6
13,117.60,3.9079,425.9
13,117.70,3.9113,426.3
13,117.80,3.9149,426.6
13,117.90,3.9182,427.0
13,118.00,3.9213,427.3
13,118.10,3.9243,427.5
13,118.20,3.9275,427.8
13,118.30,3.9314,428.2
13,118.40,3.9354,428.7
13,118.50,3.9386,429.0
13,118.60,3.9412,429.2
13,118.70,3.9439,429.4
13,118.80,3.9470,429.7
13,118.90,3.9506,430.1
13,119.00,3.9543,430.5
13,119.10,3.9574,430.8
13,119.20,3.9608,431.1
13,119.30,3.9643,431.5
13,119.40,3.9679,431.8
13,119.50,3.9712,432.2
13,119.60,3.9744,432.5
13,119.70,3.9775,432.7
13,119.80,3.9809,433.1
13,119.90,3.9851,433.5
13,120.00,3.9891,433.9
13,120.10,3.9921,434.2
13,120.20,3.9945,434.4
13,120.30,3.9971,434.6
13,120.40,4.0003,434.9
13,120.50,4.0041,435.3
13,120.60,4.0076,435.7
13,120.70,4.0109,436.0
13,120.80,4.0143,436.3
13,120.90,4.0180,436.7
13,121.00,4.0216,437.0
13,121.10,4.0249,437.4
13,121.20,4.0278,437.6
13,121.30,4.0310,437.9
13,121.40,4.0347,438.3
13,121.50,4.0387,438.7
13,121.60,4.0419,439.0
13,121.70,4.0445,439.2
13,121.80,4.0472,439.5
13,121.90,4.0501,439.7
13,122.00,4.0537,440.1
13,122.10,4.0576,440.5
13,122.20,4.0609,440.8
13,122.30,4.0641,441.1
13,122.40,4.0677,441.5
13,122.50,4.0713,441.8
13,122.60,4.0748,442.2
13,122.70,4.0780,442.5
13,122.80,4.0810,442.7
13,122.90,4.0842,443.0
13,123.00,4.0880,443.4
13,123.10,4.0921,443.9
13,123.20,4.0953,444.2
13,123.30,4.0979,444.4
13,123.40,4.1005,444.6
13,123.50,4.1036,444.9
13,123.60,4.1075,445.3
13,123.70,4.1112,445.6
13,123.80,4.1145,445.9
13,123.90,4.1179,446.3
13,124.00,4.1213,446.6
13,124.10,4.1246,446.9
13,124.20,4.1279,447.2
13,124.30,4.1309,447.5
13,124.40,4.1341,447.8
13,124.50,4.1375,448.1
13,124.60,4.1415,448.5
13,124.70,4.1454,448.9
13,124.80,4.1483,449.2
13,124.90,4.1509,449.4
13,125.00,4.1537,449.6
13,125.10,4.1571,449.9
13,125.20,4.1608,450.3
13,125.30,4.1641,450.6
13,125.40,4.1673,450.9
13,125.50,4.1708,451.2
13,125.60,4.1743,451.6
13,125.70,4.1778,451.9
13,125.80,4.1812,452.3
13,125.90,4.1844,452.6
13,126.00,4.1877,452.9
13,126.10,4.1915,453.3
13,126.20,4.1956,453.7
13,126.30,4.1989,454.0
13,126.40,4.2014,454.1
13,126.50,4.2039,454.3
13,126.60,4.2069,454.6
13,126.70,4.2105,455.0
13,126.80,4.2144,455.4
13,126.90,4.2178,455.7
13,127.00,4.2211,456.0
13,127.10,4.2247,456.4
13,127.20,4.2283,456.7
13,127.30,4.2317,457.0
13,127.40,4.2348,457.3
13,127.50,4.2378,457.5
13,127.60,4.2411,457.8
13,127.70,4.2448,458.2
13,127.80,4.2486,458.6
13,127.90,4.2516,458.8
13,128.00,4.2542,459.0
13,128.10,4.2569,459.3
13,128.20,4.2601,459.5
13,128.30,4.2638,459.9
13,128.40,4.2675,460.3
13,128.50,4.2709,460.6
13,128.60,4.2744,460.9
13,128.70,4.2782,461.3
13,128.80,4.2816,461.6
13,128.90,4.2848,461.9
13,129.00,4.2878,462.2
13,129.10,4.2908,462.4
13,129.20,4.2943,462.8
13,129.30,4.2984,463.2
13,129.40,4.3021,463.6
13,129.50,4.3048,463.8
13,129.60,4.3074,464.0
13,129.70,4.3103,464.2
13,129.80,4.3138,464.5
13,129.90,4.3178,464.9
13,130.00,4.3213,465.3
13,130.10,4.3246,465.6
13,130.20,4.3281,465.9
13,130.30,4.3314,466.2
13,130.40,4.3347,466.5
13,130.50,4.3379,466.8
13,130.60,4.3409,467.0
13,130.70,4.3441,467.3
13,130.80,4.3478,467.7
13,130.90,4.3520,468.1
13,131.00,4.3553,468.4
13,131.10,4.3579,468.6
13,131.20,4.3606,468.8
13,131.30,4.3638,469.1
13,131.40,4.3675,469.4
13,131.50,4.3709,469.7
13,131.60,4.3740,470.0
13,131.70,4.3773,470.3
13,131.80,4.3809,470.7
13,131.90,4.3844,471.0
13,132.00,4.3880,471.3
13,132.10,4.3913,471.6
13,132.20,4.3944,471.9
13,132.30,4.3979,472.2
13,132.40,4.4020,472.6
13,132.50,4.4059,473.0
13,132.60,4.4086,473.2
13,132.70,4.4109,473.4
13,132.80,4.4136,473.5
13,132.90,4.4169,473.8
13,133.00,4.4208,474.2
13,133.10,4.4244,474.6
13,133.20,4.4276,474.9
13,133.30,4.4310,475.2
13,133.40,4.4346,475.5
13,133.50,4.4382,475.9
13,133.60,4.4415,476.1
13,133.70,4.4444,476.4
13,133.80,4.4475,476.6
13,133.90,4.4510,476.9
13,134.00,4.4550,477.3
13,134.10,4.4584,477.6
13,134.20,4.4611,477.8
13,134.30,4.4637,478.1
13,134.40,4.4667,478.3
13,134.50,4.4703,478.6
13,134.60,4.4742,479.0
13,134.70,4.4777,479.4
13,134.80,4.4811,479.7
13,134.90,4.4846,480.0
13,135.00,4.4881,480.3
13,135.10,4.4916,480.6
13,135.20,4.4948,480.8
13,135.30,4.4976,481.1
13,135.40,4.5007,481.3
13,135.50,4.5044,481.7
13,135.60,4.5086,482.1
13,135.70,4.5119,482.4
13,135.80,4.5145,482.6
13,135.90,4.5172,482.8
13,136.00,4.5204,483.0
13,136.10,4.5243,483.4
13,136.20,4.5280,483.8
13,136.30,4.5314,484.1
13,136.40,4.5347,484.3
13,136.50,4.5380,484.6
13,136.60,4.5413,484.9
13,136.70,4.5446,485.2
13,136.80,4.5477,485.5
13,136.90,4.5507,485.7
13,137.00,4.5541,486.0
13,137.10,4.5582,486.4
13,137.20,4.5620,486.8
13,137.30,4.5650,487.0
13,137.40,4.5676,487.2
13,137.50,4.5705,487.4
13,137.60,4.5739,487.7
13,137.70,4.5777,488.1
13,137.80,4.5809,488.3
13,137.90,4.5841,488.6
13,138.00,4.5876,488.9
13,138.10,4.5911,489.2
13,138.20,4.5946,489.5
13,138.30,4.5979,489.8
13,138.40,4.6011,490.1
13,138.50,4.6044,490.4
13,138.60,4.6081,490.7
13,138.70,4.6121,491.1
13,138.80,4.6155,491.4
13,138.90,4.6181,491.5
13,139.00,4.6207,491.7
13,139.10,4.6235,491.9
13,139.20,4.6270,492.2
13,139.30,4.6308,492.6
13,139.40,4.6342,492.9
13,139.50,4.6376,493.2
13,139.60,4.6412,493.5
13,139.70,4.6447,493.8
13,139.80,4.6482,494.1
13,139.90,4.6513,494.4
13,140.00,4.6543,494.6
13,140.10,4.6577,494.9
13,140.20,4.6617,495.2
13,140.30,4.6653,495.5
13,140.40,4.6681,495.7
13,140.50,4.6707,495.9
13,140.60,4.6736,496.1
13,140.70,4.6768,496.4
13,140.80,4.6807,496.8
13,140.90,4.6843,497.1
13,141.00,4.6877,497.3
13,141.10,4.6912,497.7
13,141.20,4.6948,498.0
13,141.30,4.6983,498.3
13,141.40,4.7017,498.5
13,141.50,4.7046,498.8
13,141.60,4.7076,499.0
13,141.70,4.7110,499.3
13,141.80,4.7150,499.7
13,141.90,4.7189,500.0
13,142.00,4.7217,500.2
13,142.10,4.7241,500.3
13,142.20,4.7270,500.5
13,142.30,4.7306,500.9
13,142.40,4.7344,501.2
13,142.50,4.7377,501.5
13,142.60,4.7409,501.7
13,142.70,4.7444,502.0
13,142.80,4.7480,502.3
13,142.90,4.7512,502.6
13,143.00,4.7543,502.8
13,143.10,4.7573,503.0
13,143.20,4.7606,503.3
13,143.30,4.7643,503.6
13,143.40,4.7685,504.0
13,143.50,4.7720,504.3
13,143.60,4.7747,504.5
13,143.70,4.7774,504.6
13,143.80,4.7804,504.8
13,143.90,4.7840,505.2
13,144.00,4.7877,505.5
13,144.10,4.7910,505.7
13,144.20,4.7942,506.0
13,144.30,4.7977,506.3
13,144.40,4.8012,506.6
13,144.50,4.8046,506.8
13,144.60,4.8078,507.1
13,144.70,4.8110,507.3
13,144.80,4.8144,507.6
13,144.90,4.8185,508.0
13,145.00,4.8224,508.3
13,145.10,4.8252,508.5
13,145.20,4.8277,508.6
13,145.30,4.8304,508.8
13,145.40,4.8336,509.1
13,145.50,4.8373,509.4
13,145.60,4.8408,509.7
13,145.70,4.8441,509.9
13,145.80,4.8475,510.2
13,145.90,4.8513,510.5
13,146.00,4.8550,510.8
13,146.10,4.8582,511.1
13,146.20,4.8613,511.3
13,146.30,4.8644,511.5
13,146.40,4.8680,511.8
13,146.50,4.8720,512.2
13,146.60,4.8753,512.4
13,146.70,4.8780,512.6
13,146.80,4.8806,512.7
13,146.90,4.8835,512.9
13,147.00,4.8870,513.2
13,147.10,4.8909,513.6
13,147.20,4.8943,513.8
13,147.30,4.8977,514.1
13,147.40,4.9014,514.4
13,147.50,4.9049,514.7
13,147.60,4.9083,514.9
13,147.70,4.9115,515.2
13,147.80,4.9144,515.4
13,147.90,4.9175,515.6
13,148.00,4.9212,515.9
13,148.10,4.9252,516.2
13,148.20,4.9284,516.5
13,148.30,4.9310,516.6
13,148.40,4.9337,516.8
13,148.50,4.9369,517.0
13,148.60,4.9409,517.4
13,148.70,4.9446,517.7
13,148.80,4.9478,517.9
13,148.90,4.9511,518.1
13,149.00,4.9546,518.4
13,149.10,4.9579,518.6
13,149.20,4.9611,518.9
13,149.30,4.9642,519.1
13,149.40,4.9672,519.3
13,149.50,4.9707,519.6
13,149.60,4.9748,519.9
13,149.70,4.9788,520.2
13,149.80,4.9817,520.4
13,149.90,4.9843,520.6
13,150.00,4.9871,520.7
13,150.10,4.9905,521.0
13,150.20,4.9945,521.3
13,150.30,4.9979,521.6
13,150.40,5.0010,521.8
13,150.50,5.0044,522.0
13,150.60,5.0080,522.3
13,150.70,5.0114,522.6
13,150.80,5.0146,522.8
13,150.90,5.0177,523.0
13,151.00,5.0209,523.2
13,151.10,5.0247,523.5
13,151.20,5.0288,523.9
13,151.30,5.0322,524.1
13,151.40,5.0347,524.2
13,151.50,5.0373,524.3
13,151.60,5.0402,524.5
13,151.70,5.0437,524.8
13,151.80,5.0475,525.1
13,151.90,5.0508,525.3
13,152.00,5.0542,525.6
13,152.10,5.0577,525.8
13,152.20,5.0614,526.1
13,152.30,5.0649,526.4
13,152.40,5.0681,526.6
13,152.50,5.0710,526.8
13,152.60,5.0743,527.0
13,152.70,5.0782,527.3
13,152.80,5.0819,527.6
13,152.90,5.0848,527.7
13,153.00,5.0875,527.9
13,153.10,5.0903,528.0
13,153.20,5.0936,528.2
13,153.30,5.0974,528.6
13,153.40,5.1009,528.8
13,153.50,5.1042,529.0
13,153.60,5.1077,529.3
13,153.70,5.1113,529.6
13,153.80,5.1148,529.8
13,153.90,5.1181,530.0
13,154.00,5.1212,530.2
13,154.10,5.1242,530.4
13,154.20,5.1276,530.6
13,154.30,5.1315,530.9
13,154.40,5.1353,531.2
13,154.50,5.1382,531.4
13,154.60,5.1408,531.5
13,154.70,5.1436,531.6
13,154.80,5.1471,531.9
13,154.90,5.1511,532.2
13,155.00,5.1545,532.4
13,155.10,5.1578,532.6
13,155.20,5.1612,532.9
13,155.30,5.1647,533.1
13,155.40,5.1680,533.3
13,155.50,5.1712,533.5
13,155.60,5.1744,533.7
13,155.70,5.1776,533.9
13,155.80,5.1813,534.2
13,155.90,5.1854,534.5
13,156.00,5.1887,534.7
13,156.10,5.1914,534.8
13,156.20,5.1941,535.0
13,156.30,5.1972,535.1
13,156.40,5.2009,535.4
13,156.50,5.2046,535.6
13,156.60,5.2077,535.8
13,156.70,5.2109,536.0
13,156.80,5.2144,536.3
13,156.90,5.2179,536.5
13,157.00,5.2212,536.7
13,157.10,5.2243,536.9
13,157.20,5.2274,537.1
13,157.30,5.2309,537.3
13,157.40,5.2349,537.6
13,157.50,5.2390,537.9
13,157.60,5.2419,538.0
13,157.70,5.2444,538.1
13,157.80,5.2471,538.2
13,157.90,5.2502,538.4
13,158.00,5.2540,538.7
13,158.10,5.2575,538.9
13,158.20,5.2608,539.1
13,158.30,5.2643,539.3
13,158.40,5.2680,539.6
13,158.50,5.2715,539.8
13,158.60,5.2749,540.0
13,158.70,5.2780,540.2
13,158.80,5.2811,540.3
13,158.90,5.2846,540.6
13,159.00,5.2887,540.8
13,159.10,5.2920,541.1
13,159.20,5.2945,541.1
13,159.30,5.2971,541.2
13,159.40,5.3001,541.4
13,159.50,5.3036,541.6
13,159.60,5.3075,541.9
13,159.70,5.3110,542.1
13,159.80,5.3145,542.3
13,159.90,5.3181,542.5
13,160.00,5.3215,542.7
13,160.10,5.3250,542.9
13,160.20,5.3281,543.1
13,160.30,5.3310,543.2
13,160.40,5.3341,543.4
13,160.50,5.3377,543.6
13,160.60,5.3417,543.9
13,160.70,5.3450,544.1
13,160.80,5.3477,544.2
13,160.90,5.3504,544.3
13,161.00,5.3535,544.4
13,161.10,5.3573,544.7
13,161.20,5.3612,544.9
13,161.30,5.3646,545.1
13,161.40,5.3681,545.3
13,161.50,5.3715,545.5
13,161.60,5.3748,545.7
13,161.70,5.3780,545.9
13,161.80,5.3811,546.0
13,161.90,5.3841,546.1
13,162.00,5.3876,546.3
13,162.10,5.3916,546.6
13,162.20,5.3954,546.9
13,162.30,5.3983,547.0
13,162.40,5.4009,547.0
13,162.50,5.4037,547.2
13,162.60,5.4071,547.4
13,162.70,5.4110,547.6
13,162.80,5.4143,547.7
13,162.90,5.4174,547.9
13,163.00,5.4207,548.1
13,163.10,5.4243,548.3
13,163.20,5.4278,548.5
13,163.30,5.4312,548.7
13,163.40,5.4343,548.8
13,163.50,5.4375,549.0
13,163.60,5.4412,549.2
13,163.70,5.4453,549.5
13,163.80,5.4489,549.7
13,163.90,5.4515,549.7
13,164.00,5.4540,549.8
13,164.10,5.4569,549.9
13,164.20,5.4604,550.1
13,164.30,5.4642,550.3
13,164.40,5.4676,550.5
13,164.50,5.4709,550.6
13,164.60,5.4745,550.9
13,164.70,5.4782,551.1
13,164.80,5.4816,551.2
13,164.90,5.4849,551.4
13,165.00,5.4879,551.5
13,165.10,5.4913,551.6
13,165.20,5.4952,551.9
13,165.30,5.4989,552.1
13,165.40,5.5017,552.2
13,165.50,5.5042,552.2
13,165.60,5.5070,552.3
13,165.70,5.5103,552.5
13,165.80,5.5141,552.7
13,165.90,5.5177,552.9
13,166.00,5.5211,553.0
13,166.10,5.5245,553.2
13,166.20,5.5280,553.4
13,166.30,5.5315,553.6
13,166.40,5.5348,553.7
13,166.50,5.5377,553.8
13,166.60,5.5406,553.9
13,166.70,5.5440,554.0
13,166.80,5.5481,554.3
13,166.90,5.5518,554.5
13,167.00,5.5548,554.6
13,167.10,5.5575,554.7
13,167.20,5.5604,554.7
13,167.30,5.5639,554.9
13,167.40,5.5677,555.1
13,167.50,5.5712,555.3
13,167.60,5.5745,555.4
13,167.70,5.5781,555.6
13,167.80,5.5815,555.8
13,167.90,5.5847,555.9
13,168.00,5.5879,556.0
13,168.10,5.5908,556.1
13,168.20,5.5941,556.2
13,168.30,5.5980,556.5
13,168.40,5.6022,556.7
13,168.50,5.6054,556.8
13,168.60,5.6080,556.9
13,168.70,5.6106,556.9
13,168.80,5.6137,557.0
13,168.90,5.6175,557.2
13,169.00,5.6211,557.4
13,169.10,5.6242,557.5
13,169.20,5.6274,557.6
13,169.30,5.6310,557.8
13,169.40,5.6345,557.9
13,169.50,5.6379,558.1
13,169.60,5.6411,558.2
13,169.70,5.6443,558.3
13,169.80,5.6477,558.4
13,169.90,5.6517,558.7
13,170.00,5.6558,558.9
13,170.10,5.6586,558.9
13,170.20,5.6610,558.9
13,170.30,5.6636,559.0
13,170.40,5.6668,559.1
13,170.50,5.6706,559.3
13,170.60,5.6743,559.5
13,170.70,5.6776,559.6
13,170.80,5.6811,559.7
13,170.90,5.6847,559.9
13,171.00,5.6882,560.0
13,171.10,5.6916,560.2
13,171.20,5.6946,560.3
13,171.30,5.6977,560.3
13,171.40,5.7012,560.5
13,171.50,5.7051,560.7
13,171.60,5.7086,560.8
13,171.70,5.7113,560.8
13,171.80,5.7138,560.9
13,171.90,5.7168,560.9
13,172.00,5.7204,561.1
13,172.10,5.7242,561.3
13,172.20,5.7277,561.4
13,172.30,5.7311,561.6
13,172.40,5.7348,561.7
13,172.50,5.7381,561.8
13,172.60,5.7414,561.9
13,172.70,5.7445,562.0
13,172.80,5.7474,562.1
13,172.90,5.7505,562.2
13,173.00,5.7543,562.3
13,173.10,5.7585,562.6
13,173.20,5.7618,562.7
13,173.30,5.7644,562.7
13,173.40,5.7671,562.7
13,173.50,5.7703,562.8
13,173.60,5.7744,563.1
13,173.70,5.7782,563.2
13,173.80,5.7814,563.3
13,173.90,5.7847,563.4
13,174.00,5.7882,563.5
13,174.10,5.7914,563.6
13,174.20,5.7946,563.7
13,174.30,5.7977,563.8
13,174.40,5.8008,563.9
13,174.50,5.8042,564.0
13,174.60,5.8082,564.2
13,174.70,5.8122,564.4
13,174.80,5.8152,564.5
13,174.90,5.8177,564.4
13,175.00,5.8205,564.5
13,175.10,5.8239,564.6
13,175.20,5.8278,564.8
13,175.30,5.8310,564.8
13,175.40,5.8343,564.9
13,175.50,5.8377,565.1
13,175.60,5.8412,565.2
13,175.70,5.8446,565.3
13,175.80,5.8479,565.4
13,175.90,5.8510,565.5
13,176.00,5.8542,565.6
13,176.10,5.8577,565.7
13,176.20,5.8617,565.9
13,176.30,5.8654,566.0
13,176.40,5.8681,566.0
13,176.50,5.8706,566.0
13,176.60,5.8735,566.0
13,176.70,5.8770,566.2
13,176.80,5.8809,566.4
13,176.90,5.8843,566.5
13,177.00,5.8878,566.6
13,177.10,5.8914,566.7
13,177.20,5.8949,566.8
13,177.30,5.8983,566.9
13,177.40,5.9014,567.0
13,177.50,5.9044,567.1
13,177.60,5.9078,567.2
13,177.70,5.9117,567.3
13,177.80,5.9156,567.5
13,177.90,5.9183,567.5
13,178.00,5.9209,567.5
13,178.10,5.9236,567.5
13,178.20,5.9269,567.6
13,178.30,5.9307,567.8
13,178.40,5.9343,567.9
13,178.50,5.9376,568.0
13,178.60,5.9411,568.1
13,178.70,5.9447,568.2
13,178.80,5.9482,568.3
13,178.90,5.9514,568.4
13,179.00,5.9544,568.5
13,179.10,5.9573,568.5
13,179.20,5.9607,568.6
13,179.30,5.9647,568.8
13,179.40,5.9686,568.9
13,179.50,5.9715,569.0
13,179.60,5.9741,569.0
13,179.70,5.9771,569.0
13,179.80,5.9806,569.1
13,179.90,5.9845,569.3
13,180.00,5.9879,569.3
13,180.10,5.9913,569.5
13,180.20,5.9949,569.6
13,180.30,5.9983,569.7
13,180.40,6.0016,569.8
13,180.50,6.0047,569.8
13,180.60,6.0076,569.8
13,180.70,6.0107,569.9
13,180.80,6.0144,570.0
13,180.90,6.0185,570.2
13,181.00,6.0220,570.3
13,181.10,6.0247,570.3
13,181.20,6.0273,570.3
13,181.30,6.0304,570.4
13,181.40,6.0341,570.5
13,181.50,6.0376,570.6
13,181.60,6.0407,570.6
13,181.70,6.0440,570.7
13,181.80,6.0475,570.8
13,181.90,6.0510,570.9
13,182.00,6.0543,571.0
13,182.10,6.0576,571.1
13,182.20,6.0608,571.2
