beam_id,time_s,displacement_mm,force_N
6,92.60,3.0795,433.8
6,92.70,3.0822,434.1
6,92.80,3.0854,434.6
6,92.90,3.0892,435.1
6,93.00,3.0928,435.6
6,93.10,3.0959,436.1
6,93.20,3.0992,436.5
6,93.30,3.1026,437.0
6,93.40,3.1060,437.5
6,93.50,3.1095,438.0
6,93.60,3.1127,438.4
6,93.70,3.1158,438.8
6,93.80,3.1193,439.3
6,93.90,3.1237,440.0
6,94.00,3.1275,440.5
6,94.10,3.1302,440.8
6,94.20,3.1326,441.1
6,94.30,3.1354,441.5
6,94.40,3.1387,441.9
6,94.50,3.1424,442.5
6,94.60,3.1458,442.9
6,94.70,3.1491,443.4
6,94.80,3.1526,443.9
6,94.90,3.1564,444.5
6,95.00,3.1599,445.0
6,95.10,3.1633,445.4
6,95.20,3.1664,445.8
6,95.30,3.1697,446.2
6,95.40,3.1734,446.8
6,95.50,3.1775,447.4
6,95.60,3.1806,447.8
6,95.70,3.1830,448.0
6,95.80,3.1856,448.4
6,95.90,3.1886,448.8
6,96.00,3.1921,449.3
6,96.10,3.1958,449.8
6,96.20,3.1992,450.2
6,96.30,3.2027,450.7
6,96.40,3.2065,451.2
6,96.50,3.2099,451.7
6,96.60,3.2132,452.1
6,96.70,3.2164,452.5
6,96.80,3.2193,452.9
6,96.90,3.2224,453.3
6,97.00,3.2260,453.8
6,97.10,3.2299,454.4
6,97.20,3.2332,454.8
6,97.30,3.2359,455.1
6,97.40,3.2387,455.5
6,97.50,3.2419,455.9
6,97.60,3.2459,456.5
6,97.70,3.2497,457.0
6,97.80,3.2530,457.4
6,97.90,3.2564,457.9
6,98.00,3.2599,458.4
6,98.10,3.2632,458.8
6,98.20,3.2663,459.2
6,98.30,3.2693,459.6
6,98.40,3.2725,460.0
6,98.50,3.2761,460.5
6,98.60,3.2803,461.1
6,98.70,3.2841,461.7
6,98.80,3.2867,462.0
6,98.90,3.2893,462.3
6,99.00,3.2923,462.6
6,99.10,3.2958,463.1
6,99.20,3.2996,463.7
6,99.30,3.3028,464.1
6,99.40,3.3058,464.4
6,99.50,3.3092,464.9
6,99.60,3.3127,465.3
6,99.70,3.3160,465.8
6,99.80,3.3194,466.2
6,99.90,3.3225,466.6
6,100.00,3.3258,467.0
6,100.10,3.3297,467.5
6,100.20,3.3340,468.2
6,100.30,3.3373,468.6
6,100.40,3.3397,468.8
6,100.50,3.3423,469.1
6,100.60,3.3452,469.5
6,100.70,3.3488,470.1
6,100.80,3.3526,470.6
6,100.90,3.3558,471.0
6,101.00,3.3592,471.5
6,101.10,3.3629,472.0
6,101.20,3.3666,472.6
6,101.30,3.3702,473.1
6,101.40,3.3734,473.5
6,101.50,3.3764,473.9
6,101.60,3.3797,474.3
6,101.70,3.3835,474.9
6,101.80,3.3871,475.4
6,101.90,3.3898,475.7
6,102.00,3.3924,476.0
6,102.10,3.3952,476.4
6,102.20,3.3985,476.9
6,102.30,3.4022,477.4
6,102.40,3.4057,477.9
6,102.50,3.4090,478.4
6,102.60,3.4126,478.9
6,102.70,3.4165,479.4
6,102.80,3.4199,479.8
6,102.90,3.4231,480.2
6,103.00,3.4260,480.6
6,103.10,3.4289,481.0
6,103.20,3.4323,481.4
6,103.30,3.4363,482.0
6,103.40,3.4401,482.5
6,103.50,3.4429,482.9
6,103.60,3.4455,483.2
6,103.70,3.4485,483.6
6,103.80,3.4522,484.1
6,103.90,3.4565,484.7
6,104.00,3.4599,485.1
6,104.10,3.4632,485.6
6,104.20,3.4667,486.0
6,104.30,3.4701,486.4
6,104.40,3.4733,486.9
6,104.50,3.4764,487.2
6,104.60,3.4794,487.6
6,104.70,3.4827,488.0
6,104.80,3.4866,488.6
6,104.90,3.4906,489.2
6,105.00,3.4937,489.6
6,105.10,3.4963,489.8
6,105.20,3.4990,490.2
6,105.30,3.5022,490.6
6,105.40,3.5060,491.1
6,105.50,3.5095,491.6
6,105.60,3.5125,492.0
6,105.70,3.5158,492.4
6,105.80,3.5192,492.9
6,105.90,3.5228,493.4
6,106.00,3.5262,493.9
6,106.10,3.5294,494.3
6,106.20,3.5325,494.7
6,106.30,3.5360,495.2
6,106.40,3.5402,495.8
6,106.50,3.5440,496.3
6,106.60,3.5468,496.6
6,106.70,3.5493,496.9
6,106.80,3.5520,497.3
6,106.90,3.5552,497.7
6,107.00,3.5591,498.2
6,107.10,3.5626,498.8
6,107.20,3.5659,499.2
6,107.30,3.5694,499.7
6,107.40,3.5733,500.2
6,107.50,3.5770,500.7
6,107.60,3.5802,501.1
6,107.70,3.5831,501.5
6,107.80,3.5862,501.9
6,107.90,3.5898,502.4
6,108.00,3.5939,502.9
6,108.10,3.5969,503.3
6,108.20,3.5995,503.6
6,108.30,3.6021,503.9
6,108.40,3.6050,504.4
6,108.50,3.6086,504.9
6,108.60,3.6124,505.4
6,108.70,3.6158,505.9
6,108.80,3.6193,506.3
6,108.90,3.6229,506.8
6,109.00,3.6265,507.3
6,109.10,3.6298,507.7
6,109.20,3.6329,508.1
6,109.30,3.6358,508.5
6,109.40,3.6390,508.9
6,109.50,3.6428,509.5
6,109.60,3.6470,510.1
6,109.70,3.6502,510.4
6,109.80,3.6527,510.7
6,109.90,3.6555,511.0
6,110.00,3.6588,511.5
6,110.10,3.6628,512.0
6,110.20,3.6665,512.5
6,110.30,3.6697,512.9
6,110.40,3.6730,513.3
6,110.50,3.6765,513.8
6,110.60,3.6799,514.2
6,110.70,3.6832,514.6
6,110.80,3.6862,514.9
6,110.90,3.6892,515.3
6,111.00,3.6927,515.8
6,111.10,3.6967,516.4
6,111.20,3.7004,516.9
6,111.30,3.7032,517.2
6,111.40,3.7058,517.5
6,111.50,3.7087,517.9
6,111.60,3.7120,518.3
6,111.70,3.7158,518.8
6,111.80,3.7191,519.3
6,111.90,3.7223,519.7
6,112.00,3.7259,520.2
6,112.10,3.7294,520.7
6,112.20,3.7328,521.1
6,112.30,3.7361,521.6
6,112.40,3.7393,522.0
6,112.50,3.7426,522.4
6,112.60,3.7465,523.0
6,112.70,3.7507,523.6
6,112.80,3.7538,523.9
6,112.90,3.7564,524.2
6,113.00,3.7590,524.5
6,113.10,3.7620,524.9
6,113.20,3.7657,525.4
6,113.30,3.7694,525.9
6,113.40,3.7727,526.4
6,113.50,3.7760,526.8
6,113.60,3.7797,527.3
6,113.70,3.7833,527.7
6,113.80,3.7867,528.1
6,113.90,3.7898,528.5
6,114.00,3.7929,528.9
6,114.10,3.7963,529.4
6,114.20,3.8004,529.9
6,114.30,3.8040,530.4
6,114.40,3.8067,530.7
6,114.50,3.8092,531.0
6,114.60,3.8119,531.3
6,114.70,3.8152,531.7
6,114.80,3.8190,532.2
6,114.90,3.8225,532.7
6,115.00,3.8259,533.1
6,115.10,3.8295,533.6
6,115.20,3.8330,534.1
6,115.30,3.8364,534.5
6,115.40,3.8398,534.9
6,115.50,3.8427,535.3
6,115.60,3.8457,535.6
6,115.70,3.8493,536.1
6,115.80,3.8536,536.7
6,115.90,3.8573,537.2
6,116.00,3.8599,537.5
6,116.10,3.8625,537.8
6,116.20,3.8654,538.1
6,116.30,3.8691,538.6
6,116.40,3.8729,539.2
6,116.50,3.8761,539.6
6,116.60,3.8794,540.0
6,116.70,3.8831,540.4
6,116.80,3.8864,540.9
6,116.90,3.8897,541.3
6,117.00,3.8928,541.7
6,117.10,3.8958,542.1
6,117.20,3.8992,542.5
6,117.30,3.9031,543.0
6,117.40,3.9074,543.6
6,117.50,3.9104,543.9
6,117.60,3.9128,544.2
6,117.70,3.9155,544.4
6,117.80,3.9185,544.8
6,117.90,3.9223,545.4
6,118.00,3.9260,545.9
6,118.10,3.9290,546.2
6,118.20,3.9323,546.6
6,118.30,3.9358,547.1
6,118.40,3.9394,547.5
6,118.50,3.9429,548.0
6,118.60,3.9462,548.3
6,118.70,3.9493,548.7
6,118.80,3.9528,549.2
6,118.90,3.9569,549.8
6,119.00,3.9609,550.3
6,119.10,3.9637,550.6
6,119.20,3.9662,550.8
6,119.30,3.9689,551.1
6,119.40,3.9721,551.6
6,119.50,3.9759,552.1
6,119.60,3.9793,552.6
6,119.70,3.9826,553.0
6,119.80,3.9862,553.4
6,119.90,3.9898,553.9
6,120.00,3.9933,554.4
6,120.10,3.9966,554.8
6,120.20,3.9995,555.1
6,120.30,4.0026,555.5
6,120.40,4.0063,556.0
6,120.50,4.0105,556.6
6,120.60,4.0136,557.0
6,120.70,4.0162,557.3
6,120.80,4.0187,557.6
6,120.90,4.0217,558.0
6,121.00,4.0252,558.4
6,121.10,4.0290,559.0
6,121.20,4.0326,559.4
6,121.30,4.0361,559.9
6,121.40,4.0397,560.4
6,121.50,4.0431,560.8
6,121.60,4.0464,561.2
6,121.70,4.0496,561.6
6,121.80,4.0525,562.0
6,121.90,4.0556,562.4
6,122.00,4.0595,562.9
6,122.10,4.0636,563.5
6,122.20,4.0667,563.8
6,122.30,4.0693,564.1
6,122.40,4.0721,564.4
6,122.50,4.0755,564.8
6,122.60,4.0797,565.4
6,122.70,4.0833,565.9
6,122.80,4.0865,566.2
6,122.90,4.0897,566.7
6,123.00,4.0932,567.1
6,123.10,4.0966,567.5
6,123.20,4.0998,567.9
6,123.30,4.1028,568.3
6,123.40,4.1058,568.6
6,123.50,4.1093,569.1
6,123.60,4.1134,569.6
6,123.70,4.1172,570.1
6,123.80,4.1200,570.4
6,123.90,4.1225,570.7
6,124.00,4.1254,571.0
6,124.10,4.1290,571.4
6,124.20,4.1326,571.9
6,124.30,4.1358,572.3
6,124.40,4.1391,572.7
6,124.50,4.1425,573.1
6,124.60,4.1460,573.6
6,124.70,4.1495,574.0
6,124.80,4.1529,574.4
6,124.90,4.1560,574.8
6,125.00,4.1594,575.1
6,125.10,4.1632,575.6
6,125.20,4.1673,576.2
6,125.30,4.1705,576.5
6,125.40,4.1730,576.8
6,125.50,4.1756,577.1
6,125.60,4.1787,577.5
6,125.70,4.1824,578.0
6,125.80,4.1862,578.4
6,125.90,4.1894,578.8
6,126.00,4.1928,579.3
6,126.10,4.1965,579.7
6,126.20,4.2001,580.2
6,126.30,4.2034,580.6
6,126.40,4.2064,580.9
6,126.50,4.2094,581.3
6,126.60,4.2128,581.7
6,126.70,4.2167,582.2
6,126.80,4.2203,582.7
6,126.90,4.2230,583.0
6,127.00,4.2256,583.2
6,127.10,4.2284,583.5
6,127.20,4.2316,584.0
6,127.30,4.2356,584.5
6,127.40,4.2392,585.0
6,127.50,4.2426,585.4
6,127.60,4.2462,585.8
6,127.70,4.2499,586.3
6,127.80,4.2533,586.7
6,127.90,4.2566,587.1
6,128.00,4.2595,587.5
6,128.10,4.2624,587.8
6,128.20,4.2659,588.3
6,128.30,4.2700,588.9
6,128.40,4.2737,589.3
6,128.50,4.2764,589.6
6,128.60,4.2790,589.9
6,128.70,4.2819,590.2
6,128.80,4.2856,590.7
6,128.90,4.2896,591.2
6,129.00,4.2931,591.6
6,129.10,4.2964,592.0
6,129.20,4.2998,592.4
6,129.30,4.3032,592.8
6,129.40,4.3065,593.2
6,129.50,4.3096,593.5
6,129.60,4.3126,593.9
6,129.70,4.3158,594.2
6,129.80,4.3195,594.7
6,129.90,4.3236,595.2
6,130.00,4.3269,595.6
6,130.10,4.3295,595.8
6,130.20,4.3322,596.1
6,130.30,4.3353,596.5
6,130.40,4.3391,596.9
6,130.50,4.3426,597.3
6,130.60,4.3458,597.7
6,130.70,4.3492,598.1
6,130.80,4.3527,598.5
6,130.90,4.3560,598.9
6,131.00,4.3594,599.3
6,131.10,4.3625,599.7
6,131.20,4.3658,600.0
6,131.30,4.3695,600.5
6,131.40,4.3738,601.0
6,131.50,4.3774,601.4
6,131.60,4.3800,601.7
6,131.70,4.3825,601.9
6,131.80,4.3853,602.2
6,131.90,4.3886,602.6
6,132.00,4.3925,603.1
6,132.10,4.3959,603.5
6,132.20,4.3992,603.9
6,132.30,4.4029,604.4
6,132.40,4.4066,604.9
6,132.50,4.4103,605.3
6,132.60,4.4134,605.6
6,132.70,4.4163,605.9
6,132.80,4.4194,606.3
6,132.90,4.4231,606.7
6,133.00,4.4271,607.2
6,133.10,4.4302,607.6
6,133.20,4.4328,607.8
6,133.30,4.4354,608.1
6,133.40,4.4384,608.5
6,133.50,4.4421,608.9
6,133.60,4.4459,609.4
6,133.70,4.4494,609.8
6,133.80,4.4528,610.2
6,133.90,4.4565,610.7
6,134.00,4.4600,611.1
6,134.10,4.4632,611.5
6,134.20,4.4663,611.8
6,134.30,4.4692,612.1
6,134.40,4.4724,612.5
6,134.50,4.4763,613.0
6,134.60,4.4804,613.6
6,134.70,4.4835,613.9
6,134.80,4.4861,614.2
6,134.90,4.4888,614.5
6,135.00,4.4921,614.8
6,135.10,4.4961,615.4
6,135.20,4.4999,615.8
6,135.30,4.5032,616.2
6,135.40,4.5065,616.6
6,135.50,4.5098,617.0
6,135.60,4.5130,617.3
6,135.70,4.5162,617.7
6,135.80,4.5192,618.0
6,135.90,4.5223,618.4
6,136.00,4.5258,618.8
6,136.10,4.5299,619.4
6,136.20,4.5338,619.8
6,136.30,4.5365,620.1
6,136.40,4.5391,620.4
6,136.50,4.5420,620.7
6,136.60,4.5454,621.0
6,136.70,4.5492,621.5
6,136.80,4.5525,621.9
6,136.90,4.5558,622.3
6,137.00,4.5593,622.7
6,137.10,4.5629,623.1
6,137.20,4.5664,623.5
6,137.30,4.5697,623.9
6,137.40,4.5727,624.2
6,137.50,4.5761,624.6
6,137.60,4.5800,625.1
6,137.70,4.5844,625.6
6,137.80,4.5875,625.9
6,137.90,4.5898,626.1
6,138.00,4.5922,626.3
6,138.10,4.5952,626.6
6,138.20,4.5989,627.1
6,138.30,4.6026,627.5
6,138.40,4.6059,627.9
6,138.50,4.6092,628.2
6,138.60,4.6128,628.7
6,138.70,4.6165,629.1
6,138.80,4.6199,629.4
6,138.90,4.6230,629.7
6,139.00,4.6260,630.0
6,139.10,4.6293,630.4
6,139.20,4.6333,630.9
6,139.30,4.6370,631.3
6,139.40,4.6398,631.6
6,139.50,4.6423,631.7
6,139.60,4.6451,632.0
6,139.70,4.6484,632.4
6,139.80,4.6522,632.9
6,139.90,4.6560,633.3
6,140.00,4.6594,633.7
6,140.10,4.6629,634.1
6,140.20,4.6664,634.5
6,140.30,4.6698,634.8
6,140.40,4.6732,635.2
6,140.50,4.6762,635.5
6,140.60,4.6792,635.8
6,140.70,4.6828,636.2
6,140.80,4.6870,636.8
6,140.90,4.6906,637.2
6,141.00,4.6932,637.4
6,141.10,4.6958,637.7
6,141.20,4.6987,638.0
6,141.30,4.7024,638.4
6,141.40,4.7064,638.9
6,141.50,4.7096,639.3
6,141.60,4.7129,639.6
6,141.70,4.7164,640.0
6,141.80,4.7197,640.4
6,141.90,4.7230,640.7
6,142.00,4.7261,641.1
6,142.10,4.7291,641.4
6,142.20,4.7323,641.7
6,142.30,4.7361,642.2
6,142.40,4.7404,642.8
6,142.50,4.7437,643.1
6,142.60,4.7462,643.3
6,142.70,4.7489,643.6
6,142.80,4.7521,643.9
6,142.90,4.7561,644.4
6,143.00,4.7596,644.8
6,143.10,4.7627,645.1
6,143.20,4.7660,645.5
6,143.30,4.7695,645.9
6,143.40,4.7729,646.2
6,143.50,4.7763,646.6
6,143.60,4.7795,647.0
6,143.70,4.7826,647.3
6,143.80,4.7861,647.7
6,143.90,4.7902,648.2
6,144.00,4.7941,648.6
6,144.10,4.7969,648.9
6,144.20,4.7994,649.1
6,144.30,4.8021,649.4
6,144.40,4.8053,649.7
6,144.50,4.8091,650.2
6,144.60,4.8126,650.6
6,144.70,4.8159,650.9
6,144.80,4.8194,651.3
6,144.90,4.8229,651.7
6,145.00,4.8264,652.0
6,145.10,4.8298,652.4
6,145.20,4.8328,652.7
6,145.30,4.8359,653.0
6,145.40,4.8397,653.4
6,145.50,4.8439,653.9
6,145.60,4.8469,654.2
6,145.70,4.8495,654.4
6,145.80,4.8520,654.6
6,145.90,4.8551,655.0
6,146.00,4.8587,655.4
6,146.10,4.8626,655.8
6,146.20,4.8660,656.2
6,146.30,4.8695,656.5
6,146.40,4.8733,657.0
6,146.50,4.8767,657.3
6,146.60,4.8801,657.7
6,146.70,4.8833,658.0
6,146.80,4.8862,658.2
6,146.90,4.8893,658.5
6,147.00,4.8930,659.0
6,147.10,4.8970,659.4
6,147.20,4.9000,659.7
6,147.30,4.9026,659.9
6,147.40,4.9053,660.1
6,147.50,4.9085,660.4
6,147.60,4.9125,660.8
6,147.70,4.9162,661.2
6,147.80,4.9194,661.5
6,147.90,4.9228,661.9
6,148.00,4.9264,662.2
6,148.10,4.9299,662.6
6,148.20,4.9331,662.9
6,148.30,4.9361,663.2
6,148.40,4.9390,663.4
6,148.50,4.9425,663.8
6,148.60,4.9465,664.2
6,148.70,4.9504,664.7
6,148.80,4.9532,664.9
6,148.90,4.9558,665.1
6,149.00,4.9587,665.3
6,149.10,4.9621,665.7
6,149.20,4.9659,666.1
6,149.30,4.9694,666.4
6,149.40,4.9726,666.7
6,149.50,4.9760,667.1
6,149.60,4.9795,667.5
6,149.70,4.9829,667.8
6,149.80,4.9863,668.2
6,149.90,4.9894,668.5
6,150.00,4.9927,668.8
6,150.10,4.9967,669.2
6,150.20,5.0008,669.7
6,150.30,5.0039,669.9
6,150.40,5.0063,670.1
6,150.50,5.0090,670.3
6,150.60,5.0120,670.6
6,150.70,5.0156,671.0
6,150.80,5.0192,671.4
6,150.90,5.0225,671.7
6,151.00,5.0260,672.0
6,151.10,5.0296,672.4
6,151.20,5.0333,672.8
6,151.30,5.0367,673.1
6,151.40,5.0398,673.4
6,151.50,5.0428,673.6
6,151.60,5.0461,673.9
6,151.70,5.0500,674.4
6,151.80,5.0537,674.7
6,151.90,5.0565,675.0
6,152.00,5.0591,675.2
6,152.10,5.0619,675.4
6,152.20,5.0653,675.8
6,152.30,5.0692,676.2
6,152.40,5.0728,676.6
6,152.50,5.0761,676.9
6,152.60,5.0797,677.2
6,152.70,5.0832,677.6
6,152.80,5.0866,677.9
6,152.90,5.0898,678.2
6,153.00,5.0929,678.5
6,153.10,5.0959,678.7
6,153.20,5.0993,679.1
6,153.30,5.1033,679.5
6,153.40,5.1069,679.9
6,153.50,5.1097,680.1
6,153.60,5.1123,680.3
6,153.70,5.1152,680.5
6,153.80,5.1188,680.9
6,153.90,5.1228,681.3
6,154.00,5.1262,681.6
6,154.10,5.1294,681.9
6,154.20,5.1329,682.3
6,154.30,5.1364,682.6
6,154.40,5.1396,682.9
6,154.50,5.1427,683.1
6,154.60,5.1457,683.4
6,154.70,5.1490,683.7
6,154.80,5.1530,684.1
6,154.90,5.1574,684.6
6,155.00,5.1606,684.9
6,155.10,5.1630,685.1
6,155.20,5.1656,685.2
6,155.30,5.1687,685.5
6,155.40,5.1725,685.9
6,155.50,5.1762,686.3
6,155.60,5.1794,686.5
6,155.70,5.1827,686.8
6,155.80,5.1861,687.2
6,155.90,5.1895,687.5
6,156.00,5.1930,687.8
6,156.10,5.1962,688.1
6,156.20,5.1993,688.3
6,156.30,5.2029,688.7
6,156.40,5.2072,689.1
6,156.50,5.2108,689.5
6,156.60,5.2134,689.6
6,156.70,5.2159,689.8
6,156.80,5.2186,690.0
6,156.90,5.2218,690.2
6,157.00,5.2256,690.6
6,157.10,5.2291,690.9
6,157.20,5.2324,691.2
6,157.30,5.2360,691.6
6,157.40,5.2396,691.9
6,157.50,5.2432,692.2
6,157.60,5.2466,692.5
6,157.70,5.2496,692.8
6,157.80,5.2528,693.0
6,157.90,5.2564,693.4
6,158.00,5.2604,693.8
6,158.10,5.2636,694.0
6,158.20,5.2661,694.2
6,158.30,5.2687,694.4
6,158.40,5.2717,694.6
6,158.50,5.2753,695.0
6,158.60,5.2792,695.4
6,158.70,5.2827,695.7
6,158.80,5.2862,696.0
6,158.90,5.2898,696.4
6,159.00,5.2932,696.7
6,159.10,5.2964,696.9
6,159.20,5.2996,697.2
6,159.30,5.3026,697.4
6,159.40,5.3058,697.7
6,159.50,5.3097,698.1
6,159.60,5.3137,698.5
6,159.70,5.3168,698.7
6,159.80,5.3193,698.8
6,159.90,5.3220,699.0
6,160.00,5.3253,699.3
6,160.10,5.3293,699.7
6,160.20,5.3330,700.0
6,160.30,5.3362,700.2
6,160.40,5.3397,700.5
6,160.50,5.3432,700.8
6,160.60,5.3466,701.1
6,160.70,5.3498,701.3
6,160.80,5.3528,701.5
6,160.90,5.3558,701.8
6,161.00,5.3593,702.1
6,161.10,5.3634,702.5
6,161.20,5.3673,702.8
6,161.30,5.3700,703.0
6,161.40,5.3725,703.1
6,161.50,5.3754,703.3
6,161.60,5.3789,703.6
6,161.70,5.3829,704.0
6,161.80,5.3862,704.2
6,161.90,5.3893,704.5
6,162.00,5.3926,704.7
6,162.10,5.3960,705.0
6,162.20,5.3995,705.3
6,162.30,5.4028,705.5
6,162.40,5.4061,705.8
6,162.50,5.4094,706.1
6,162.60,5.4132,706.4
6,162.70,5.4173,706.8
6,162.80,5.4206,707.0
6,162.90,5.4230,707.1
6,163.00,5.4256,707.2
6,163.10,5.4286,707.4
6,163.20,5.4322,707.8
6,163.30,5.4359,708.1
6,163.40,5.4392,708.3
6,163.50,5.4426,708.6
6,163.60,5.4463,708.9
6,163.70,5.4499,709.2
6,163.80,5.4533,709.5
6,163.90,5.4563,709.7
6,164.00,5.4593,709.8
6,164.10,5.4628,710.1
6,164.20,5.4668,710.5
6,164.30,5.4706,710.8
6,164.40,5.4733,710.9
6,164.50,5.4758,711.0
6,164.60,5.4785,711.2
6,164.70,5.4819,711.4
6,164.80,5.4859,711.8
6,164.90,5.4894,712.1
6,165.00,5.4928,712.3
6,165.10,5.4963,712.6
6,165.20,5.4998,712.9
6,165.30,5.5033,713.1
6,165.40,5.5065,713.3
6,165.50,5.5095,713.5
6,165.60,5.5125,713.7
6,165.70,5.5160,714.0
6,165.80,5.5201,714.3
6,165.90,5.5237,714.6
6,166.00,5.5264,714.7
6,166.10,5.5289,714.9
6,166.20,5.5319,715.0
6,166.30,5.5355,715.4
6,166.40,5.5396,715.7
6,166.50,5.5430,715.9
6,166.60,5.5463,716.2
6,166.70,5.5497,716.4
6,166.80,5.5530,716.7
6,166.90,5.5563,716.9
6,167.00,5.5595,717.1
6,167.10,5.5625,717.3
6,167.20,5.5658,717.5
6,167.30,5.5696,717.8
6,167.40,5.5736,718.2
6,167.50,5.5769,718.4
6,167.60,5.5795,718.5
6,167.70,5.5822,718.6
6,167.80,5.5854,718.9
6,167.90,5.5893,719.2
6,168.00,5.5929,719.5
6,168.10,5.5960,719.7
6,168.20,5.5993,719.9
6,168.30,5.6028,720.2
6,168.40,5.6063,720.4
6,168.50,5.6096,720.6
6,168.60,5.6128,720.8
6,168.70,5.6158,721.0
6,168.80,5.6192,721.3
6,168.90,5.6235,721.6
6,169.00,5.6274,722.0
6,169.10,5.6302,722.1
6,169.20,5.6326,722.1
6,169.30,5.6353,722.3
6,169.40,5.6385,722.5
6,169.50,5.6424,722.8
6,169.60,5.6459,723.1
6,169.70,5.6493,723.4
6,169.80,5.6528,723.6
6,169.90,5.6564,723.9
6,170.00,5.6600,724.1
6,170.10,5.6633,724.4
6,170.20,5.6663,724.5
6,170.30,5.6694,724.7
6,170.40,5.6733,725.0
6,170.50,5.6773,725.3
6,170.60,5.6803,725.5
6,170.70,5.6829,725.5
6,170.80,5.6855,725.6
6,170.90,5.6886,725.8
6,171.00,5.6923,726.1
6,171.10,5.6961,726.4
6,171.20,5.6994,726.7
6,171.30,5.7028,726.9
6,171.40,5.7064,727.1
6,171.50,5.7099,727.3
6,171.60,5.7133,727.6
6,171.70,5.7163,727.7
6,171.80,5.7192,727.8
6,171.90,5.7225,728.0
6,172.00,5.7263,728.3
6,172.10,5.7303,728.7
6,172.20,5.7335,728.8
6,172.30,5.7360,728.9
6,172.40,5.7387,729.0
6,172.50,5.7420,729.2
6,172.60,5.7458,729.4
6,172.70,5.7494,729.7
6,172.80,5.7527,729.8
6,172.90,5.7563,730.1
6,173.00,5.7599,730.3
6,173.10,5.7631,730.5
6,173.20,5.7663,730.6
6,173.30,5.7693,730.8
6,173.40,5.7724,731.0
6,173.50,5.7762,731.2
6,173.60,5.7806,731.6
6,173.70,5.7843,731.8
6,173.80,5.7868,731.9
6,173.90,5.7893,731.9
6,174.00,5.7922,732.0
6,174.10,5.7958,732.3
6,174.20,5.7996,732.5
6,174.30,5.8027,732.7
6,174.40,5.8057,732.8
6,174.50,5.8090,733.0
6,174.60,5.8124,733.2
6,174.70,5.8159,733.4
6,174.80,5.8193,733.6
6,174.90,5.8225,733.8
6,175.00,5.8257,733.9
6,175.10,5.8295,734.2
6,175.20,5.8340,734.5
6,175.30,5.8373,734.7
6,175.40,5.8397,734.7
6,175.50,5.8423,734.7
6,175.60,5.8451,734.9
6,175.70,5.8487,735.1
6,175.80,5.8526,735.3
6,175.90,5.8560,735.5
6,176.00,5.8593,735.7
6,176.10,5.8629,735.9
6,176.20,5.8666,736.1
6,176.30,5.8702,736.3
6,176.40,5.8733,736.5
6,176.50,5.8763,736.5
6,176.60,5.8796,736.7
6,176.70,5.8836,737.0
6,176.80,5.8872,737.2
6,176.90,5.8900,737.3
6,177.00,5.8925,737.3
6,177.10,5.8953,737.4
6,177.20,5.8985,737.5
6,177.30,5.9023,737.8
6,177.40,5.9060,738.0
6,177.50,5.9094,738.2
6,177.60,5.9128,738.4
6,177.70,5.9165,738.6
6,177.80,5.9199,738.8
6,177.90,5.9232,739.0
6,178.00,5.9262,739.1
6,178.10,5.9291,739.2
6,178.20,5.9325,739.4
6,178.30,5.9366,739.6
6,178.40,5.9402,739.8
6,178.50,5.9429,739.9
6,178.60,5.9455,740.0
6,178.70,5.9485,740.0
6,178.80,5.9522,740.3
6,178.90,5.9563,740.6
6,179.00,5.9597,740.7
6,179.10,5.9630,740.9
6,179.20,5.9664,741.0
6,179.30,5.9698,741.1
6,179.40,5.9731,741.3
6,179.50,5.9763,741.4
6,179.60,5.9794,741.5
6,179.70,5.9827,741.7
6,179.80,5.9867,741.9
6,179.90,5.9909,742.2
6,180.00,5.9939,742.2
6,180.10,5.9964,742.2
6,180.20,5.9991,742.2
6,180.30,6.0023,742.3
6,180.40,6.0061,742.5
6,180.50,6.0095,742.7
6,180.60,6.0125,742.8
6,180.70,6.0158,742.9
6,180.80,6.0192,743.1
6,180.90,6.0227,743.2
6,181.00,6.0261,743.4
6,181.10,6.0293,743.5
6,181.20,6.0325,743.6
6,181.30,6.0359,743.8
6,181.40,6.0401,744.0
6,181.50,6.0441,744.3
6,181.60,6.0469,744.3
6,181.70,6.0494,744.2
6,181.80,6.0520,744.3
6,181.90,6.0553,744.4
6,182.00,6.0592,744.6
6,182.10,6.0627,744.8
6,182.20,6.0661,744.9
6,182.30,6.0696,745.1
6,182.40,6.0731,745.2
6,182.50,6.0765,745.4
6,182.60,6.0798,745.5
6,182.70,6.0828,745.6
6,182.80,6.0861,745.7
6,182.90,6.0899,745.9
6,183.00,6.0940,746.1
6,183.10,6.0971,746.2
6,183.20,6.0995,746.2
6,183.30,6.1021,746.2
6,183.40,6.1051,746.3
6,183.50,6.1089,746.5
6,183.60,6.1126,746.6
6,183.70,6.1159,746.8
6,183.80,6.1194,746.9
6,183.90,6.1230,747.0
6,184.00,6.1264,747.1
6,184.10,6.1298,747.2
6,184.20,6.1330,747.3
6,184.30,6.1359,747.4
6,184.40,6.1390,747.5
6,184.50,6.1429,747.6
6,184.60,6.1469,747.9
6,184.70,6.1501,748.0
6,184.80,6.1527,748.0
6,184.90,6.1555,748.0
6,185.00,6.1587,748.1
6,185.10,6.1628,748.3
6,185.20,6.1664,748.4
6,185.30,6.1697,748.5
6,185.40,6.1730,748.6
6,185.50,6.1765,748.8
6,185.60,6.1798,748.9
6,185.70,6.1831,749.0
